Time_ID,Purchase_Date,Time_of_Purchase,Day,Month,Year,time_key,Hour_of_Day
103,2024-01-02,1970-01-01 03:03:36,2,1,2024,2024-01-02_3:03:36,3
104,2024-01-02,1970-01-01 03:05:40,2,1,2024,2024-01-02_3:05:40,3
105,2024-01-02,1970-01-01 03:12:53,2,1,2024,2024-01-02_3:12:53,3
106,2024-01-02,1970-01-01 03:21:34,2,1,2024,2024-01-02_3:21:34,3
107,2024-01-02,1970-01-01 03:26:31,2,1,2024,2024-01-02_3:26:31,3
108,2024-01-02,1970-01-01 03:27:03,2,1,2024,2024-01-02_3:27:03,3
109,2024-01-02,1970-01-01 03:30:17,2,1,2024,2024-01-02_3:30:17,3
110,2024-01-02,1970-01-01 03:30:57,2,1,2024,2024-01-02_3:30:57,3
111,2024-01-02,1970-01-01 03:32:43,2,1,2024,2024-01-02_3:32:43,3
112,2024-01-02,1970-01-01 03:33:32,2,1,2024,2024-01-02_3:33:32,3
113,2024-01-02,1970-01-01 03:36:25,2,1,2024,2024-01-02_3:36:25,3
114,2024-01-02,1970-01-01 03:38:22,2,1,2024,2024-01-02_3:38:22,3
115,2024-01-02,1970-01-01 03:48:41,2,1,2024,2024-01-02_3:48:41,3
116,2024-01-02,1970-01-01 04:24:17,2,1,2024,2024-01-02_4:24:17,4
117,2024-01-02,1970-01-01 04:26:10,2,1,2024,2024-01-02_4:26:10,4
118,2024-01-02,1970-01-01 04:31:39,2,1,2024,2024-01-02_4:31:39,4
119,2024-01-02,1970-01-01 04:37:26,2,1,2024,2024-01-02_4:37:26,4
120,2024-01-02,1970-01-01 04:47:49,2,1,2024,2024-01-02_4:47:49,4
121,2024-01-02,1970-01-01 04:49:16,2,1,2024,2024-01-02_4:49:16,4
122,2024-01-02,1970-01-01 04:49:26,2,1,2024,2024-01-02_4:49:26,4
123,2024-01-02,1970-01-01 04:49:28,2,1,2024,2024-01-02_4:49:28,4
124,2024-01-02,1970-01-01 04:57:54,2,1,2024,2024-01-02_4:57:54,4
125,2024-01-02,1970-01-01 04:58:57,2,1,2024,2024-01-02_4:58:57,4
126,2024-01-02,1970-01-01 04:59:57,2,1,2024,2024-01-02_4:59:57,4
127,2024-01-02,1970-01-01 05:04:08,2,1,2024,2024-01-02_5:04:08,5
128,2024-01-02,1970-01-01 05:04:15,2,1,2024,2024-01-02_5:04:15,5
129,2024-01-02,1970-01-01 05:05:21,2,1,2024,2024-01-02_5:05:21,5
130,2024-01-02,1970-01-01 05:06:12,2,1,2024,2024-01-02_5:06:12,5
131,2024-01-02,1970-01-01 05:07:05,2,1,2024,2024-01-02_5:07:05,5
132,2024-01-02,1970-01-01 05:08:58,2,1,2024,2024-01-02_5:08:58,5
133,2024-01-02,1970-01-01 05:10:12,2,1,2024,2024-01-02_5:10:12,5
134,2024-01-02,1970-01-01 05:10:28,2,1,2024,2024-01-02_5:10:28,5
135,2024-01-02,1970-01-01 05:11:07,2,1,2024,2024-01-02_5:11:07,5
136,2024-01-02,1970-01-01 05:22:59,2,1,2024,2024-01-02_5:22:59,5
137,2024-01-02,1970-01-01 05:32:11,2,1,2024,2024-01-02_5:32:11,5
138,2024-01-02,1970-01-01 05:39:26,2,1,2024,2024-01-02_5:39:26,5
139,2024-01-02,1970-01-01 05:50:39,2,1,2024,2024-01-02_5:50:39,5
140,2024-01-02,1970-01-01 06:00:14,2,1,2024,2024-01-02_6:00:14,6
141,2024-01-02,1970-01-01 06:01:54,2,1,2024,2024-01-02_6:01:54,6
142,2024-01-02,1970-01-01 06:04:35,2,1,2024,2024-01-02_6:04:35,6
143,2024-01-02,1970-01-01 06:05:20,2,1,2024,2024-01-02_6:05:20,6
144,2024-01-02,1970-01-01 06:06:49,2,1,2024,2024-01-02_6:06:49,6
145,2024-01-02,1970-01-01 06:08:48,2,1,2024,2024-01-02_6:08:48,6
146,2024-01-02,1970-01-01 06:09:57,2,1,2024,2024-01-02_6:09:57,6
147,2024-01-02,1970-01-01 06:21:22,2,1,2024,2024-01-02_6:21:22,6
148,2024-01-02,1970-01-01 06:31:43,2,1,2024,2024-01-02_6:31:43,6
149,2024-01-02,1970-01-01 06:33:00,2,1,2024,2024-01-02_6:33:00,6
150,2024-01-02,1970-01-01 06:33:10,2,1,2024,2024-01-02_6:33:10,6
151,2024-01-02,1970-01-01 06:34:11,2,1,2024,2024-01-02_6:34:11,6
152,2024-01-02,1970-01-01 06:34:46,2,1,2024,2024-01-02_6:34:46,6
153,2024-01-02,1970-01-01 06:35:02,2,1,2024,2024-01-02_6:35:02,6
154,2024-01-02,1970-01-01 06:37:09,2,1,2024,2024-01-02_6:37:09,6
155,2024-01-02,1970-01-01 06:38:39,2,1,2024,2024-01-02_6:38:39,6
156,2024-01-02,1970-01-01 06:41:24,2,1,2024,2024-01-02_6:41:24,6
157,2024-01-02,1970-01-01 06:42:03,2,1,2024,2024-01-02_6:42:03,6
158,2024-01-02,1970-01-01 06:42:12,2,1,2024,2024-01-02_6:42:12,6
159,2024-01-02,1970-01-01 06:45:49,2,1,2024,2024-01-02_6:45:49,6
160,2024-01-02,1970-01-01 06:58:18,2,1,2024,2024-01-02_6:58:18,6
161,2024-01-02,1970-01-01 07:04:40,2,1,2024,2024-01-02_7:04:40,7
162,2024-01-02,1970-01-01 07:05:39,2,1,2024,2024-01-02_7:05:39,7
163,2024-01-02,1970-01-01 07:16:54,2,1,2024,2024-01-02_7:16:54,7
164,2024-01-02,1970-01-01 07:18:16,2,1,2024,2024-01-02_7:18:16,7
165,2024-01-02,1970-01-01 07:20:01,2,1,2024,2024-01-02_7:20:01,7
166,2024-01-02,1970-01-01 07:23:03,2,1,2024,2024-01-02_7:23:03,7
167,2024-01-02,1970-01-01 07:23:13,2,1,2024,2024-01-02_7:23:13,7
168,2024-01-02,1970-01-01 07:23:34,2,1,2024,2024-01-02_7:23:34,7
169,2024-01-02,1970-01-01 07:24:34,2,1,2024,2024-01-02_7:24:34,7
170,2024-01-02,1970-01-01 07:28:16,2,1,2024,2024-01-02_7:28:16,7
171,2024-01-02,1970-01-01 07:29:21,2,1,2024,2024-01-02_7:29:21,7
172,2024-01-02,1970-01-01 07:32:42,2,1,2024,2024-01-02_7:32:42,7
173,2024-01-02,1970-01-01 07:33:03,2,1,2024,2024-01-02_7:33:03,7
174,2024-01-02,1970-01-01 07:33:15,2,1,2024,2024-01-02_7:33:15,7
175,2024-01-02,1970-01-01 07:33:23,2,1,2024,2024-01-02_7:33:23,7
176,2024-01-02,1970-01-01 07:36:35,2,1,2024,2024-01-02_7:36:35,7
177,2024-01-02,1970-01-01 07:36:37,2,1,2024,2024-01-02_7:36:37,7
178,2024-01-02,1970-01-01 07:36:53,2,1,2024,2024-01-02_7:36:53,7
179,2024-01-02,1970-01-01 07:49:40,2,1,2024,2024-01-02_7:49:40,7
180,2024-01-02,1970-01-01 07:50:50,2,1,2024,2024-01-02_7:50:50,7
181,2024-01-02,1970-01-01 07:54:11,2,1,2024,2024-01-02_7:54:11,7
182,2024-01-02,1970-01-01 08:00:20,2,1,2024,2024-01-02_8:00:20,8
183,2024-01-02,1970-01-01 08:01:16,2,1,2024,2024-01-02_8:01:16,8
184,2024-01-02,1970-01-01 08:02:35,2,1,2024,2024-01-02_8:02:35,8
185,2024-01-02,1970-01-01 08:11:33,2,1,2024,2024-01-02_8:11:33,8
186,2024-01-02,1970-01-01 08:15:45,2,1,2024,2024-01-02_8:15:45,8
187,2024-01-02,1970-01-01 08:19:27,2,1,2024,2024-01-02_8:19:27,8
188,2024-01-02,1970-01-01 08:20:40,2,1,2024,2024-01-02_8:20:40,8
189,2024-01-02,1970-01-01 08:24:11,2,1,2024,2024-01-02_8:24:11,8
190,2024-01-02,1970-01-01 08:27:13,2,1,2024,2024-01-02_8:27:13,8
191,2024-01-02,1970-01-01 08:27:57,2,1,2024,2024-01-02_8:27:57,8
192,2024-01-02,1970-01-01 08:28:15,2,1,2024,2024-01-02_8:28:15,8
193,2024-01-02,1970-01-01 08:57:10,2,1,2024,2024-01-02_8:57:10,8
194,2024-01-02,1970-01-01 09:06:17,2,1,2024,2024-01-02_9:06:17,9
195,2024-01-02,1970-01-01 09:06:28,2,1,2024,2024-01-02_9:06:28,9
196,2024-01-02,1970-01-01 09:06:51,2,1,2024,2024-01-02_9:06:51,9
197,2024-01-02,1970-01-01 09:09:28,2,1,2024,2024-01-02_9:09:28,9
198,2024-01-02,1970-01-01 09:10:59,2,1,2024,2024-01-02_9:10:59,9
199,2024-01-02,1970-01-01 09:11:06,2,1,2024,2024-01-02_9:11:06,9
200,2024-01-02,1970-01-01 09:23:03,2,1,2024,2024-01-02_9:23:03,9
201,2024-01-02,1970-01-01 09:28:47,2,1,2024,2024-01-02_9:28:47,9
202,2024-01-02,1970-01-01 09:30:54,2,1,2024,2024-01-02_9:30:54,9
203,2024-01-02,1970-01-01 09:31:53,2,1,2024,2024-01-02_9:31:53,9
204,2024-01-02,1970-01-01 09:34:01,2,1,2024,2024-01-02_9:34:01,9
205,2024-01-02,1970-01-01 09:34:19,2,1,2024,2024-01-02_9:34:19,9
206,2024-01-02,1970-01-01 09:35:34,2,1,2024,2024-01-02_9:35:34,9
207,2024-01-02,1970-01-01 09:42:18,2,1,2024,2024-01-02_9:42:18,9
208,2024-01-02,1970-01-01 09:50:50,2,1,2024,2024-01-02_9:50:50,9
209,2024-01-02,1970-01-01 09:54:35,2,1,2024,2024-01-02_9:54:35,9
210,2024-01-02,1970-01-01 09:57:10,2,1,2024,2024-01-02_9:57:10,9
211,2024-01-02,1970-01-01 10:15:13,2,1,2024,2024-01-02_10:15:13,10
212,2024-01-02,1970-01-01 10:19:26,2,1,2024,2024-01-02_10:19:26,10
213,2024-01-02,1970-01-01 10:32:20,2,1,2024,2024-01-02_10:32:20,10
214,2024-01-02,1970-01-01 10:41:07,2,1,2024,2024-01-02_10:41:07,10
215,2024-01-02,1970-01-01 10:42:08,2,1,2024,2024-01-02_10:42:08,10
216,2024-01-02,1970-01-01 10:43:57,2,1,2024,2024-01-02_10:43:57,10
217,2024-01-02,1970-01-01 10:48:48,2,1,2024,2024-01-02_10:48:48,10
218,2024-01-02,1970-01-01 10:51:36,2,1,2024,2024-01-02_10:51:36,10
219,2024-01-02,1970-01-01 10:56:19,2,1,2024,2024-01-02_10:56:19,10
220,2024-01-02,1970-01-01 11:01:57,2,1,2024,2024-01-02_11:01:57,11
221,2024-01-02,1970-01-01 11:13:30,2,1,2024,2024-01-02_11:13:30,11
222,2024-01-02,1970-01-01 11:18:30,2,1,2024,2024-01-02_11:18:30,11
223,2024-01-02,1970-01-01 11:19:10,2,1,2024,2024-01-02_11:19:10,11
224,2024-01-02,1970-01-01 11:20:02,2,1,2024,2024-01-02_11:20:02,11
225,2024-01-02,1970-01-01 12:01:28,2,1,2024,2024-01-02_12:01:28,12
226,2024-01-02,1970-01-01 12:06:30,2,1,2024,2024-01-02_12:06:30,12
227,2024-01-02,1970-01-01 12:08:31,2,1,2024,2024-01-02_12:08:31,12
228,2024-01-02,1970-01-01 12:33:42,2,1,2024,2024-01-02_12:33:42,12
229,2024-01-02,1970-01-01 12:39:58,2,1,2024,2024-01-02_12:39:58,12
230,2024-01-02,1970-01-01 12:40:30,2,1,2024,2024-01-02_12:40:30,12
231,2024-01-02,1970-01-01 13:00:01,2,1,2024,2024-01-02_13:00:01,13
232,2024-01-02,1970-01-01 13:03:18,2,1,2024,2024-01-02_13:03:18,13
233,2024-01-02,1970-01-01 13:06:40,2,1,2024,2024-01-02_13:06:40,13
234,2024-01-02,1970-01-01 13:21:58,2,1,2024,2024-01-02_13:21:58,13
235,2024-01-02,1970-01-01 13:24:23,2,1,2024,2024-01-02_13:24:23,13
236,2024-01-02,1970-01-01 13:33:07,2,1,2024,2024-01-02_13:33:07,13
237,2024-01-02,1970-01-01 13:41:50,2,1,2024,2024-01-02_13:41:50,13
238,2024-01-02,1970-01-01 13:41:58,2,1,2024,2024-01-02_13:41:58,13
239,2024-01-02,1970-01-01 13:57:22,2,1,2024,2024-01-02_13:57:22,13
240,2024-01-02,1970-01-01 14:10:50,2,1,2024,2024-01-02_14:10:50,14
241,2024-01-02,1970-01-01 14:16:55,2,1,2024,2024-01-02_14:16:55,14
242,2024-01-02,1970-01-01 14:18:09,2,1,2024,2024-01-02_14:18:09,14
243,2024-01-02,1970-01-01 14:23:21,2,1,2024,2024-01-02_14:23:21,14
244,2024-01-02,1970-01-01 14:26:49,2,1,2024,2024-01-02_14:26:49,14
245,2024-01-02,1970-01-01 14:26:59,2,1,2024,2024-01-02_14:26:59,14
246,2024-01-02,1970-01-01 14:30:17,2,1,2024,2024-01-02_14:30:17,14
247,2024-01-02,1970-01-01 14:36:55,2,1,2024,2024-01-02_14:36:55,14
248,2024-01-02,1970-01-01 14:37:24,2,1,2024,2024-01-02_14:37:24,14
249,2024-01-02,1970-01-01 14:39:05,2,1,2024,2024-01-02_14:39:05,14
250,2024-01-02,1970-01-01 14:39:57,2,1,2024,2024-01-02_14:39:57,14
251,2024-01-02,1970-01-01 14:42:12,2,1,2024,2024-01-02_14:42:12,14
252,2024-01-02,1970-01-01 14:42:55,2,1,2024,2024-01-02_14:42:55,14
253,2024-01-02,1970-01-01 14:43:54,2,1,2024,2024-01-02_14:43:54,14
254,2024-01-02,1970-01-01 14:45:29,2,1,2024,2024-01-02_14:45:29,14
255,2024-01-02,1970-01-01 14:46:57,2,1,2024,2024-01-02_14:46:57,14
256,2024-01-02,1970-01-01 14:56:35,2,1,2024,2024-01-02_14:56:35,14
257,2024-01-02,1970-01-01 14:57:58,2,1,2024,2024-01-02_14:57:58,14
258,2024-01-02,1970-01-01 15:18:18,2,1,2024,2024-01-02_15:18:18,15
259,2024-01-02,1970-01-01 15:19:08,2,1,2024,2024-01-02_15:19:08,15
260,2024-01-02,1970-01-01 15:20:24,2,1,2024,2024-01-02_15:20:24,15
261,2024-01-02,1970-01-01 15:23:21,2,1,2024,2024-01-02_15:23:21,15
262,2024-01-02,1970-01-01 15:45:48,2,1,2024,2024-01-02_15:45:48,15
263,2024-01-02,1970-01-01 15:58:45,2,1,2024,2024-01-02_15:58:45,15
264,2024-01-02,1970-01-01 16:00:45,2,1,2024,2024-01-02_16:00:45,16
265,2024-01-02,1970-01-01 16:07:33,2,1,2024,2024-01-02_16:07:33,16
266,2024-01-02,1970-01-01 16:09:30,2,1,2024,2024-01-02_16:09:30,16
267,2024-01-02,1970-01-01 16:11:10,2,1,2024,2024-01-02_16:11:10,16
268,2024-01-02,1970-01-01 16:18:23,2,1,2024,2024-01-02_16:18:23,16
269,2024-01-02,1970-01-01 16:23:42,2,1,2024,2024-01-02_16:23:42,16
270,2024-01-02,1970-01-01 16:26:52,2,1,2024,2024-01-02_16:26:52,16
271,2024-01-02,1970-01-01 16:40:03,2,1,2024,2024-01-02_16:40:03,16
272,2024-01-02,1970-01-01 16:44:07,2,1,2024,2024-01-02_16:44:07,16
273,2024-01-02,1970-01-01 17:02:40,2,1,2024,2024-01-02_17:02:40,17
274,2024-01-02,1970-01-01 17:09:56,2,1,2024,2024-01-02_17:09:56,17
275,2024-01-02,1970-01-01 17:10:40,2,1,2024,2024-01-02_17:10:40,17
276,2024-01-02,1970-01-01 17:14:34,2,1,2024,2024-01-02_17:14:34,17
277,2024-01-02,1970-01-01 17:18:59,2,1,2024,2024-01-02_17:18:59,17
278,2024-01-02,1970-01-01 17:20:02,2,1,2024,2024-01-02_17:20:02,17
279,2024-01-02,1970-01-01 17:21:32,2,1,2024,2024-01-02_17:21:32,17
280,2024-01-02,1970-01-01 17:22:48,2,1,2024,2024-01-02_17:22:48,17
281,2024-01-02,1970-01-01 17:24:25,2,1,2024,2024-01-02_17:24:25,17
282,2024-01-02,1970-01-01 17:25:08,2,1,2024,2024-01-02_17:25:08,17
283,2024-01-02,1970-01-01 17:26:14,2,1,2024,2024-01-02_17:26:14,17
284,2024-01-02,1970-01-01 17:27:15,2,1,2024,2024-01-02_17:27:15,17
285,2024-01-02,1970-01-01 17:28:04,2,1,2024,2024-01-02_17:28:04,17
286,2024-01-02,1970-01-01 17:29:43,2,1,2024,2024-01-02_17:29:43,17
287,2024-01-02,1970-01-01 17:30:06,2,1,2024,2024-01-02_17:30:06,17
288,2024-01-02,1970-01-01 17:31:20,2,1,2024,2024-01-02_17:31:20,17
289,2024-01-02,1970-01-01 17:34:17,2,1,2024,2024-01-02_17:34:17,17
290,2024-01-02,1970-01-01 17:36:40,2,1,2024,2024-01-02_17:36:40,17
291,2024-01-02,1970-01-01 17:37:55,2,1,2024,2024-01-02_17:37:55,17
292,2024-01-02,1970-01-01 17:38:47,2,1,2024,2024-01-02_17:38:47,17
293,2024-01-02,1970-01-01 17:43:55,2,1,2024,2024-01-02_17:43:55,17
294,2024-01-02,1970-01-01 17:46:28,2,1,2024,2024-01-02_17:46:28,17
295,2024-01-02,1970-01-01 17:49:54,2,1,2024,2024-01-02_17:49:54,17
296,2024-01-02,1970-01-01 18:05:48,2,1,2024,2024-01-02_18:05:48,18
297,2024-01-02,1970-01-01 18:06:16,2,1,2024,2024-01-02_18:06:16,18
298,2024-01-02,1970-01-01 18:08:29,2,1,2024,2024-01-02_18:08:29,18
299,2024-01-02,1970-01-01 18:13:20,2,1,2024,2024-01-02_18:13:20,18
300,2024-01-02,1970-01-01 18:14:25,2,1,2024,2024-01-02_18:14:25,18
301,2024-01-02,1970-01-01 18:21:12,2,1,2024,2024-01-02_18:21:12,18
302,2024-01-02,1970-01-01 18:22:18,2,1,2024,2024-01-02_18:22:18,18
303,2024-01-02,1970-01-01 18:24:22,2,1,2024,2024-01-02_18:24:22,18
304,2024-01-02,1970-01-01 18:31:55,2,1,2024,2024-01-02_18:31:55,18
305,2024-01-02,1970-01-01 18:35:18,2,1,2024,2024-01-02_18:35:18,18
306,2024-01-02,1970-01-01 18:39:02,2,1,2024,2024-01-02_18:39:02,18
307,2024-01-02,1970-01-01 18:44:32,2,1,2024,2024-01-02_18:44:32,18
308,2024-01-02,1970-01-01 18:50:20,2,1,2024,2024-01-02_18:50:20,18
309,2024-01-02,1970-01-01 18:55:27,2,1,2024,2024-01-02_18:55:27,18
310,2024-01-02,1970-01-01 18:55:44,2,1,2024,2024-01-02_18:55:44,18
311,2024-01-02,1970-01-01 18:59:30,2,1,2024,2024-01-02_18:59:30,18
312,2024-01-02,1970-01-01 19:20:49,2,1,2024,2024-01-02_19:20:49,19
313,2024-01-02,1970-01-01 19:30:04,2,1,2024,2024-01-02_19:30:04,19
314,2024-01-02,1970-01-01 19:34:21,2,1,2024,2024-01-02_19:34:21,19
315,2024-01-02,1970-01-01 19:34:34,2,1,2024,2024-01-02_19:34:34,19
316,2024-01-02,1970-01-01 19:42:19,2,1,2024,2024-01-02_19:42:19,19
