Time ID,Purchase_Date,Time of Purchase,Date,Day,Month,Year,Time of Day,key
31,12/31/2023,19:33:15,12/31/2023,31,12,2023,19:33:15,12/31/2023 19:33
32,12/31/2023,19:45:53,12/31/2023,31,12,2023,19:45:53,12/31/2023 19:45
33,12/31/2023,20:20:25,12/31/2023,31,12,2023,20:20:25,12/31/2023 20:20
34,12/31/2023,20:21:58,12/31/2023,31,12,2023,20:21:58,12/31/2023 20:21
35,1/1/2024,1:10:20,1/1/2024,1,1,2024,1:10:20,1/1/2024 1:10
36,1/1/2024,1:16:20,1/1/2024,1,1,2024,1:16:20,1/1/2024 1:16
37,1/1/2024,3:02:34,1/1/2024,1,1,2024,3:02:34,1/1/2024 3:02
38,1/1/2024,3:03:49,1/1/2024,1,1,2024,3:03:49,1/1/2024 3:03
39,1/1/2024,3:35:48,1/1/2024,1,1,2024,3:35:48,1/1/2024 3:35
40,1/1/2024,3:52:29,1/1/2024,1,1,2024,3:52:29,1/1/2024 3:52
41,1/1/2024,4:09:42,1/1/2024,1,1,2024,4:09:42,1/1/2024 4:09
42,1/1/2024,4:31:41,1/1/2024,1,1,2024,4:31:41,1/1/2024 4:31
43,1/1/2024,4:54:54,1/1/2024,1,1,2024,4:54:54,1/1/2024 4:54
44,1/1/2024,5:05:29,1/1/2024,1,1,2024,5:05:29,1/1/2024 5:05
45,1/1/2024,5:07:28,1/1/2024,1,1,2024,5:07:28,1/1/2024 5:07
46,1/1/2024,5:09:30,1/1/2024,1,1,2024,5:09:30,1/1/2024 5:09
47,1/1/2024,5:14:54,1/1/2024,1,1,2024,5:14:54,1/1/2024 5:14
48,1/1/2024,5:17:46,1/1/2024,1,1,2024,5:17:46,1/1/2024 5:17
49,1/1/2024,6:08:28,1/1/2024,1,1,2024,6:08:28,1/1/2024 6:08
50,1/1/2024,6:14:16,1/1/2024,1,1,2024,6:14:16,1/1/2024 6:14
51,1/1/2024,6:18:48,1/1/2024,1,1,2024,6:18:48,1/1/2024 6:18
52,1/1/2024,6:34:08,1/1/2024,1,1,2024,6:34:08,1/1/2024 6:34
53,1/1/2024,6:41:14,1/1/2024,1,1,2024,6:41:14,1/1/2024 6:41
54,1/1/2024,6:48:45,1/1/2024,1,1,2024,6:48:45,1/1/2024 6:48
55,1/1/2024,7:20:14,1/1/2024,1,1,2024,7:20:14,1/1/2024 7:20
56,1/1/2024,7:23:47,1/1/2024,1,1,2024,7:23:47,1/1/2024 7:23
57,1/1/2024,7:46:41,1/1/2024,1,1,2024,7:46:41,1/1/2024 7:46
58,1/1/2024,8:12:21,1/1/2024,1,1,2024,8:12:21,1/1/2024 8:12
59,1/1/2024,8:14:05,1/1/2024,1,1,2024,8:14:05,1/1/2024 8:14
60,1/1/2024,8:26:41,1/1/2024,1,1,2024,8:26:41,1/1/2024 8:26
61,1/1/2024,9:18:59,1/1/2024,1,1,2024,9:18:59,1/1/2024 9:18
62,1/1/2024,9:30:09,1/1/2024,1,1,2024,9:30:09,1/1/2024 9:30
63,1/1/2024,10:17:33,1/1/2024,1,1,2024,10:17:33,1/1/2024 10:17
64,1/1/2024,11:55:41,1/1/2024,1,1,2024,11:55:41,1/1/2024 11:55
65,1/1/2024,12:54:54,1/1/2024,1,1,2024,12:54:54,1/1/2024 12:54
66,1/1/2024,14:02:52,1/1/2024,1,1,2024,14:02:52,1/1/2024 14:02
67,1/1/2024,14:30:03,1/1/2024,1,1,2024,14:30:03,1/1/2024 14:30
68,1/1/2024,14:42:17,1/1/2024,1,1,2024,14:42:17,1/1/2024 14:42
69,1/1/2024,15:39:11,1/1/2024,1,1,2024,15:39:11,1/1/2024 15:39
70,1/1/2024,15:45:47,1/1/2024,1,1,2024,15:45:47,1/1/2024 15:45
71,1/1/2024,16:03:03,1/1/2024,1,1,2024,16:03:03,1/1/2024 16:03
72,1/1/2024,16:41:05,1/1/2024,1,1,2024,16:41:05,1/1/2024 16:41
73,1/1/2024,17:02:28,1/1/2024,1,1,2024,17:02:28,1/1/2024 17:02
74,1/1/2024,17:11:31,1/1/2024,1,1,2024,17:11:31,1/1/2024 17:11
75,1/1/2024,17:17:53,1/1/2024,1,1,2024,17:17:53,1/1/2024 17:17
76,1/1/2024,17:43:02,1/1/2024,1,1,2024,17:43:02,1/1/2024 17:43
77,1/1/2024,18:39:18,1/1/2024,1,1,2024,18:39:18,1/1/2024 18:39
78,1/1/2024,19:32:26,1/1/2024,1,1,2024,19:32:26,1/1/2024 19:32
79,1/1/2024,19:33:56,1/1/2024,1,1,2024,19:33:56,1/1/2024 19:33
80,1/1/2024,20:22:05,1/1/2024,1,1,2024,20:22:05,1/1/2024 20:22
81,1/1/2024,20:24:38,1/1/2024,1,1,2024,20:24:38,1/1/2024 20:24
82,1/1/2024,20:54:46,1/1/2024,1,1,2024,20:54:46,1/1/2024 20:54
83,1/1/2024,21:46:29,1/1/2024,1,1,2024,21:46:29,1/1/2024 21:46
84,1/1/2024,21:52:50,1/1/2024,1,1,2024,21:52:50,1/1/2024 21:52
85,1/1/2024,22:44:51,1/1/2024,1,1,2024,22:44:51,1/1/2024 22:44
86,1/1/2024,23:06:07,1/1/2024,1,1,2024,23:06:07,1/1/2024 23:06
87,1/2/2024,0:14:32,1/2/2024,2,1,2024,0:14:32,1/2/2024 0:14
88,1/2/2024,0:24:08,1/2/2024,2,1,2024,0:24:08,1/2/2024 0:24
89,1/2/2024,0:26:21,1/2/2024,2,1,2024,0:26:21,1/2/2024 0:26
90,1/2/2024,0:27:40,1/2/2024,2,1,2024,0:27:40,1/2/2024 0:27
91,1/2/2024,0:37:20,1/2/2024,2,1,2024,0:37:20,1/2/2024 0:37
92,1/2/2024,0:54:33,1/2/2024,2,1,2024,0:54:33,1/2/2024 0:54
93,1/2/2024,1:01:01,1/2/2024,2,1,2024,1:01:01,1/2/2024 1:01
94,1/2/2024,1:11:57,1/2/2024,2,1,2024,1:11:57,1/2/2024 1:11
95,1/2/2024,1:17:27,1/2/2024,2,1,2024,1:17:27,1/2/2024 1:17
96,1/2/2024,1:19:18,1/2/2024,2,1,2024,1:19:18,1/2/2024 1:19
97,1/2/2024,1:22:25,1/2/2024,2,1,2024,1:22:25,1/2/2024 1:22
98,1/2/2024,1:26:15,1/2/2024,2,1,2024,1:26:15,1/2/2024 1:26
99,1/2/2024,1:40:08,1/2/2024,2,1,2024,1:40:08,1/2/2024 1:40
100,1/2/2024,1:51:12,1/2/2024,2,1,2024,1:51:12,1/2/2024 1:51
101,1/2/2024,1:52:53,1/2/2024,2,1,2024,1:52:53,1/2/2024 1:52
102,1/2/2024,2:13:53,1/2/2024,2,1,2024,2:13:53,1/2/2024 2:13
103,1/2/2024,3:03:36,1/2/2024,2,1,2024,3:03:36,1/2/2024 3:03
104,1/2/2024,3:05:40,1/2/2024,2,1,2024,3:05:40,1/2/2024 3:05
105,1/2/2024,3:12:53,1/2/2024,2,1,2024,3:12:53,1/2/2024 3:12
106,1/2/2024,3:21:34,1/2/2024,2,1,2024,3:21:34,1/2/2024 3:21
107,1/2/2024,3:26:31,1/2/2024,2,1,2024,3:26:31,1/2/2024 3:26
108,1/2/2024,3:27:03,1/2/2024,2,1,2024,3:27:03,1/2/2024 3:27
109,1/2/2024,3:30:17,1/2/2024,2,1,2024,3:30:17,1/2/2024 3:30
110,1/2/2024,3:30:57,1/2/2024,2,1,2024,3:30:57,1/2/2024 3:30
111,1/2/2024,3:32:43,1/2/2024,2,1,2024,3:32:43,1/2/2024 3:32
112,1/2/2024,3:33:32,1/2/2024,2,1,2024,3:33:32,1/2/2024 3:33
113,1/2/2024,3:36:25,1/2/2024,2,1,2024,3:36:25,1/2/2024 3:36
114,1/2/2024,3:38:22,1/2/2024,2,1,2024,3:38:22,1/2/2024 3:38
115,1/2/2024,3:48:41,1/2/2024,2,1,2024,3:48:41,1/2/2024 3:48
116,1/2/2024,4:24:17,1/2/2024,2,1,2024,4:24:17,1/2/2024 4:24
117,1/2/2024,4:26:10,1/2/2024,2,1,2024,4:26:10,1/2/2024 4:26
118,1/2/2024,4:31:39,1/2/2024,2,1,2024,4:31:39,1/2/2024 4:31
119,1/2/2024,4:37:26,1/2/2024,2,1,2024,4:37:26,1/2/2024 4:37
120,1/2/2024,4:47:49,1/2/2024,2,1,2024,4:47:49,1/2/2024 4:47
121,1/2/2024,4:49:16,1/2/2024,2,1,2024,4:49:16,1/2/2024 4:49
122,1/2/2024,4:49:26,1/2/2024,2,1,2024,4:49:26,1/2/2024 4:49
123,1/2/2024,4:49:28,1/2/2024,2,1,2024,4:49:28,1/2/2024 4:49
124,1/2/2024,4:57:54,1/2/2024,2,1,2024,4:57:54,1/2/2024 4:57
125,1/2/2024,4:58:57,1/2/2024,2,1,2024,4:58:57,1/2/2024 4:58
126,1/2/2024,4:59:57,1/2/2024,2,1,2024,4:59:57,1/2/2024 4:59
127,1/2/2024,5:04:08,1/2/2024,2,1,2024,5:04:08,1/2/2024 5:04
128,1/2/2024,5:04:15,1/2/2024,2,1,2024,5:04:15,1/2/2024 5:04
129,1/2/2024,5:05:21,1/2/2024,2,1,2024,5:05:21,1/2/2024 5:05
130,1/2/2024,5:06:12,1/2/2024,2,1,2024,5:06:12,1/2/2024 5:06
131,1/2/2024,5:07:05,1/2/2024,2,1,2024,5:07:05,1/2/2024 5:07
132,1/2/2024,5:08:58,1/2/2024,2,1,2024,5:08:58,1/2/2024 5:08
133,1/2/2024,5:10:12,1/2/2024,2,1,2024,5:10:12,1/2/2024 5:10
134,1/2/2024,5:10:28,1/2/2024,2,1,2024,5:10:28,1/2/2024 5:10
135,1/2/2024,5:11:07,1/2/2024,2,1,2024,5:11:07,1/2/2024 5:11
136,1/2/2024,5:22:59,1/2/2024,2,1,2024,5:22:59,1/2/2024 5:22
137,1/2/2024,5:32:11,1/2/2024,2,1,2024,5:32:11,1/2/2024 5:32
138,1/2/2024,5:39:26,1/2/2024,2,1,2024,5:39:26,1/2/2024 5:39
139,1/2/2024,5:50:39,1/2/2024,2,1,2024,5:50:39,1/2/2024 5:50
140,1/2/2024,6:00:14,1/2/2024,2,1,2024,6:00:14,1/2/2024 6:00
141,1/2/2024,6:01:54,1/2/2024,2,1,2024,6:01:54,1/2/2024 6:01
142,1/2/2024,6:04:35,1/2/2024,2,1,2024,6:04:35,1/2/2024 6:04
143,1/2/2024,6:05:20,1/2/2024,2,1,2024,6:05:20,1/2/2024 6:05
144,1/2/2024,6:06:49,1/2/2024,2,1,2024,6:06:49,1/2/2024 6:06
145,1/2/2024,6:08:48,1/2/2024,2,1,2024,6:08:48,1/2/2024 6:08
146,1/2/2024,6:09:57,1/2/2024,2,1,2024,6:09:57,1/2/2024 6:09
147,1/2/2024,6:21:22,1/2/2024,2,1,2024,6:21:22,1/2/2024 6:21
148,1/2/2024,6:31:43,1/2/2024,2,1,2024,6:31:43,1/2/2024 6:31
149,1/2/2024,6:33:00,1/2/2024,2,1,2024,6:33:00,1/2/2024 6:33
150,1/2/2024,6:33:10,1/2/2024,2,1,2024,6:33:10,1/2/2024 6:33
151,1/2/2024,6:34:11,1/2/2024,2,1,2024,6:34:11,1/2/2024 6:34
152,1/2/2024,6:34:46,1/2/2024,2,1,2024,6:34:46,1/2/2024 6:34
153,1/2/2024,6:35:02,1/2/2024,2,1,2024,6:35:02,1/2/2024 6:35
154,1/2/2024,6:37:09,1/2/2024,2,1,2024,6:37:09,1/2/2024 6:37
155,1/2/2024,6:38:39,1/2/2024,2,1,2024,6:38:39,1/2/2024 6:38
156,1/2/2024,6:41:24,1/2/2024,2,1,2024,6:41:24,1/2/2024 6:41
157,1/2/2024,6:42:03,1/2/2024,2,1,2024,6:42:03,1/2/2024 6:42
158,1/2/2024,6:42:12,1/2/2024,2,1,2024,6:42:12,1/2/2024 6:42
159,1/2/2024,6:45:49,1/2/2024,2,1,2024,6:45:49,1/2/2024 6:45
160,1/2/2024,6:58:18,1/2/2024,2,1,2024,6:58:18,1/2/2024 6:58
161,1/2/2024,7:04:40,1/2/2024,2,1,2024,7:04:40,1/2/2024 7:04
162,1/2/2024,7:05:39,1/2/2024,2,1,2024,7:05:39,1/2/2024 7:05
163,1/2/2024,7:16:54,1/2/2024,2,1,2024,7:16:54,1/2/2024 7:16
164,1/2/2024,7:18:16,1/2/2024,2,1,2024,7:18:16,1/2/2024 7:18
165,1/2/2024,7:20:01,1/2/2024,2,1,2024,7:20:01,1/2/2024 7:20
166,1/2/2024,7:23:03,1/2/2024,2,1,2024,7:23:03,1/2/2024 7:23
167,1/2/2024,7:23:13,1/2/2024,2,1,2024,7:23:13,1/2/2024 7:23
168,1/2/2024,7:23:34,1/2/2024,2,1,2024,7:23:34,1/2/2024 7:23
169,1/2/2024,7:24:34,1/2/2024,2,1,2024,7:24:34,1/2/2024 7:24
170,1/2/2024,7:28:16,1/2/2024,2,1,2024,7:28:16,1/2/2024 7:28
171,1/2/2024,7:29:21,1/2/2024,2,1,2024,7:29:21,1/2/2024 7:29
172,1/2/2024,7:32:42,1/2/2024,2,1,2024,7:32:42,1/2/2024 7:32
173,1/2/2024,7:33:03,1/2/2024,2,1,2024,7:33:03,1/2/2024 7:33
174,1/2/2024,7:33:15,1/2/2024,2,1,2024,7:33:15,1/2/2024 7:33
175,1/2/2024,7:33:23,1/2/2024,2,1,2024,7:33:23,1/2/2024 7:33
176,1/2/2024,7:36:35,1/2/2024,2,1,2024,7:36:35,1/2/2024 7:36
177,1/2/2024,7:36:37,1/2/2024,2,1,2024,7:36:37,1/2/2024 7:36
178,1/2/2024,7:36:53,1/2/2024,2,1,2024,7:36:53,1/2/2024 7:36
179,1/2/2024,7:49:40,1/2/2024,2,1,2024,7:49:40,1/2/2024 7:49
180,1/2/2024,7:50:50,1/2/2024,2,1,2024,7:50:50,1/2/2024 7:50
181,1/2/2024,7:54:11,1/2/2024,2,1,2024,7:54:11,1/2/2024 7:54
182,1/2/2024,8:00:20,1/2/2024,2,1,2024,8:00:20,1/2/2024 8:00
183,1/2/2024,8:01:16,1/2/2024,2,1,2024,8:01:16,1/2/2024 8:01
184,1/2/2024,8:02:35,1/2/2024,2,1,2024,8:02:35,1/2/2024 8:02
185,1/2/2024,8:11:33,1/2/2024,2,1,2024,8:11:33,1/2/2024 8:11
186,1/2/2024,8:15:45,1/2/2024,2,1,2024,8:15:45,1/2/2024 8:15
187,1/2/2024,8:19:27,1/2/2024,2,1,2024,8:19:27,1/2/2024 8:19
188,1/2/2024,8:20:40,1/2/2024,2,1,2024,8:20:40,1/2/2024 8:20
189,1/2/2024,8:24:11,1/2/2024,2,1,2024,8:24:11,1/2/2024 8:24
190,1/2/2024,8:27:13,1/2/2024,2,1,2024,8:27:13,1/2/2024 8:27
191,1/2/2024,8:27:57,1/2/2024,2,1,2024,8:27:57,1/2/2024 8:27
192,1/2/2024,8:28:15,1/2/2024,2,1,2024,8:28:15,1/2/2024 8:28
193,1/2/2024,8:57:10,1/2/2024,2,1,2024,8:57:10,1/2/2024 8:57
194,1/2/2024,9:06:17,1/2/2024,2,1,2024,9:06:17,1/2/2024 9:06
195,1/2/2024,9:06:28,1/2/2024,2,1,2024,9:06:28,1/2/2024 9:06
196,1/2/2024,9:06:51,1/2/2024,2,1,2024,9:06:51,1/2/2024 9:06
197,1/2/2024,9:09:28,1/2/2024,2,1,2024,9:09:28,1/2/2024 9:09
198,1/2/2024,9:10:59,1/2/2024,2,1,2024,9:10:59,1/2/2024 9:10
199,1/2/2024,9:11:06,1/2/2024,2,1,2024,9:11:06,1/2/2024 9:11
200,1/2/2024,9:23:03,1/2/2024,2,1,2024,9:23:03,1/2/2024 9:23
201,1/2/2024,9:28:47,1/2/2024,2,1,2024,9:28:47,1/2/2024 9:28
202,1/2/2024,9:30:54,1/2/2024,2,1,2024,9:30:54,1/2/2024 9:30
203,1/2/2024,9:31:53,1/2/2024,2,1,2024,9:31:53,1/2/2024 9:31
204,1/2/2024,9:34:01,1/2/2024,2,1,2024,9:34:01,1/2/2024 9:34
205,1/2/2024,9:34:19,1/2/2024,2,1,2024,9:34:19,1/2/2024 9:34
206,1/2/2024,9:35:34,1/2/2024,2,1,2024,9:35:34,1/2/2024 9:35
207,1/2/2024,9:42:18,1/2/2024,2,1,2024,9:42:18,1/2/2024 9:42
208,1/2/2024,9:50:50,1/2/2024,2,1,2024,9:50:50,1/2/2024 9:50
209,1/2/2024,9:54:35,1/2/2024,2,1,2024,9:54:35,1/2/2024 9:54
210,1/2/2024,9:57:10,1/2/2024,2,1,2024,9:57:10,1/2/2024 9:57
211,1/2/2024,10:15:13,1/2/2024,2,1,2024,10:15:13,1/2/2024 10:15
212,1/2/2024,10:19:26,1/2/2024,2,1,2024,10:19:26,1/2/2024 10:19
213,1/2/2024,10:32:20,1/2/2024,2,1,2024,10:32:20,1/2/2024 10:32
214,1/2/2024,10:41:07,1/2/2024,2,1,2024,10:41:07,1/2/2024 10:41
215,1/2/2024,10:42:08,1/2/2024,2,1,2024,10:42:08,1/2/2024 10:42
216,1/2/2024,10:43:57,1/2/2024,2,1,2024,10:43:57,1/2/2024 10:43
217,1/2/2024,10:48:48,1/2/2024,2,1,2024,10:48:48,1/2/2024 10:48
218,1/2/2024,10:51:36,1/2/2024,2,1,2024,10:51:36,1/2/2024 10:51
219,1/2/2024,10:56:19,1/2/2024,2,1,2024,10:56:19,1/2/2024 10:56
220,1/2/2024,11:01:57,1/2/2024,2,1,2024,11:01:57,1/2/2024 11:01
221,1/2/2024,11:13:30,1/2/2024,2,1,2024,11:13:30,1/2/2024 11:13
222,1/2/2024,11:18:30,1/2/2024,2,1,2024,11:18:30,1/2/2024 11:18
223,1/2/2024,11:19:10,1/2/2024,2,1,2024,11:19:10,1/2/2024 11:19
224,1/2/2024,11:20:02,1/2/2024,2,1,2024,11:20:02,1/2/2024 11:20
225,1/2/2024,12:01:28,1/2/2024,2,1,2024,12:01:28,1/2/2024 12:01
226,1/2/2024,12:06:30,1/2/2024,2,1,2024,12:06:30,1/2/2024 12:06
227,1/2/2024,12:08:31,1/2/2024,2,1,2024,12:08:31,1/2/2024 12:08
228,1/2/2024,12:33:42,1/2/2024,2,1,2024,12:33:42,1/2/2024 12:33
229,1/2/2024,12:39:58,1/2/2024,2,1,2024,12:39:58,1/2/2024 12:39
230,1/2/2024,12:40:30,1/2/2024,2,1,2024,12:40:30,1/2/2024 12:40
231,1/2/2024,13:00:01,1/2/2024,2,1,2024,13:00:01,1/2/2024 13:00
232,1/2/2024,13:03:18,1/2/2024,2,1,2024,13:03:18,1/2/2024 13:03
233,1/2/2024,13:06:40,1/2/2024,2,1,2024,13:06:40,1/2/2024 13:06
234,1/2/2024,13:21:58,1/2/2024,2,1,2024,13:21:58,1/2/2024 13:21
235,1/2/2024,13:24:23,1/2/2024,2,1,2024,13:24:23,1/2/2024 13:24
236,1/2/2024,13:33:07,1/2/2024,2,1,2024,13:33:07,1/2/2024 13:33
237,1/2/2024,13:41:50,1/2/2024,2,1,2024,13:41:50,1/2/2024 13:41
238,1/2/2024,13:41:58,1/2/2024,2,1,2024,13:41:58,1/2/2024 13:41
239,1/2/2024,13:57:22,1/2/2024,2,1,2024,13:57:22,1/2/2024 13:57
240,1/2/2024,14:10:50,1/2/2024,2,1,2024,14:10:50,1/2/2024 14:10
241,1/2/2024,14:16:55,1/2/2024,2,1,2024,14:16:55,1/2/2024 14:16
242,1/2/2024,14:18:09,1/2/2024,2,1,2024,14:18:09,1/2/2024 14:18
243,1/2/2024,14:23:21,1/2/2024,2,1,2024,14:23:21,1/2/2024 14:23
244,1/2/2024,14:26:49,1/2/2024,2,1,2024,14:26:49,1/2/2024 14:26
245,1/2/2024,14:26:59,1/2/2024,2,1,2024,14:26:59,1/2/2024 14:26
246,1/2/2024,14:30:17,1/2/2024,2,1,2024,14:30:17,1/2/2024 14:30
247,1/2/2024,14:36:55,1/2/2024,2,1,2024,14:36:55,1/2/2024 14:36
248,1/2/2024,14:37:24,1/2/2024,2,1,2024,14:37:24,1/2/2024 14:37
249,1/2/2024,14:39:05,1/2/2024,2,1,2024,14:39:05,1/2/2024 14:39
250,1/2/2024,14:39:57,1/2/2024,2,1,2024,14:39:57,1/2/2024 14:39
251,1/2/2024,14:42:12,1/2/2024,2,1,2024,14:42:12,1/2/2024 14:42
252,1/2/2024,14:42:55,1/2/2024,2,1,2024,14:42:55,1/2/2024 14:42
253,1/2/2024,14:43:54,1/2/2024,2,1,2024,14:43:54,1/2/2024 14:43
254,1/2/2024,14:45:29,1/2/2024,2,1,2024,14:45:29,1/2/2024 14:45
255,1/2/2024,14:46:57,1/2/2024,2,1,2024,14:46:57,1/2/2024 14:46
256,1/2/2024,14:56:35,1/2/2024,2,1,2024,14:56:35,1/2/2024 14:56
257,1/2/2024,14:57:58,1/2/2024,2,1,2024,14:57:58,1/2/2024 14:57
258,1/2/2024,15:18:18,1/2/2024,2,1,2024,15:18:18,1/2/2024 15:18
259,1/2/2024,15:19:08,1/2/2024,2,1,2024,15:19:08,1/2/2024 15:19
260,1/2/2024,15:20:24,1/2/2024,2,1,2024,15:20:24,1/2/2024 15:20
261,1/2/2024,15:23:21,1/2/2024,2,1,2024,15:23:21,1/2/2024 15:23
262,1/2/2024,15:45:48,1/2/2024,2,1,2024,15:45:48,1/2/2024 15:45
263,1/2/2024,15:58:45,1/2/2024,2,1,2024,15:58:45,1/2/2024 15:58
264,1/2/2024,16:00:45,1/2/2024,2,1,2024,16:00:45,1/2/2024 16:00
265,1/2/2024,16:07:33,1/2/2024,2,1,2024,16:07:33,1/2/2024 16:07
266,1/2/2024,16:09:30,1/2/2024,2,1,2024,16:09:30,1/2/2024 16:09
267,1/2/2024,16:11:10,1/2/2024,2,1,2024,16:11:10,1/2/2024 16:11
268,1/2/2024,16:18:23,1/2/2024,2,1,2024,16:18:23,1/2/2024 16:18
269,1/2/2024,16:23:42,1/2/2024,2,1,2024,16:23:42,1/2/2024 16:23
270,1/2/2024,16:26:52,1/2/2024,2,1,2024,16:26:52,1/2/2024 16:26
271,1/2/2024,16:40:03,1/2/2024,2,1,2024,16:40:03,1/2/2024 16:40
272,1/2/2024,16:44:07,1/2/2024,2,1,2024,16:44:07,1/2/2024 16:44
273,1/2/2024,17:02:40,1/2/2024,2,1,2024,17:02:40,1/2/2024 17:02
274,1/2/2024,17:09:56,1/2/2024,2,1,2024,17:09:56,1/2/2024 17:09
275,1/2/2024,17:10:40,1/2/2024,2,1,2024,17:10:40,1/2/2024 17:10
276,1/2/2024,17:14:34,1/2/2024,2,1,2024,17:14:34,1/2/2024 17:14
277,1/2/2024,17:18:59,1/2/2024,2,1,2024,17:18:59,1/2/2024 17:18
278,1/2/2024,17:20:02,1/2/2024,2,1,2024,17:20:02,1/2/2024 17:20
279,1/2/2024,17:21:32,1/2/2024,2,1,2024,17:21:32,1/2/2024 17:21
280,1/2/2024,17:22:48,1/2/2024,2,1,2024,17:22:48,1/2/2024 17:22
281,1/2/2024,17:24:25,1/2/2024,2,1,2024,17:24:25,1/2/2024 17:24
282,1/2/2024,17:25:08,1/2/2024,2,1,2024,17:25:08,1/2/2024 17:25
283,1/2/2024,17:26:14,1/2/2024,2,1,2024,17:26:14,1/2/2024 17:26
284,1/2/2024,17:27:15,1/2/2024,2,1,2024,17:27:15,1/2/2024 17:27
285,1/2/2024,17:28:04,1/2/2024,2,1,2024,17:28:04,1/2/2024 17:28
286,1/2/2024,17:29:43,1/2/2024,2,1,2024,17:29:43,1/2/2024 17:29
287,1/2/2024,17:30:06,1/2/2024,2,1,2024,17:30:06,1/2/2024 17:30
288,1/2/2024,17:31:20,1/2/2024,2,1,2024,17:31:20,1/2/2024 17:31
289,1/2/2024,17:34:17,1/2/2024,2,1,2024,17:34:17,1/2/2024 17:34
290,1/2/2024,17:36:40,1/2/2024,2,1,2024,17:36:40,1/2/2024 17:36
291,1/2/2024,17:37:55,1/2/2024,2,1,2024,17:37:55,1/2/2024 17:37
292,1/2/2024,17:38:47,1/2/2024,2,1,2024,17:38:47,1/2/2024 17:38
293,1/2/2024,17:43:55,1/2/2024,2,1,2024,17:43:55,1/2/2024 17:43
294,1/2/2024,17:46:28,1/2/2024,2,1,2024,17:46:28,1/2/2024 17:46
295,1/2/2024,17:49:54,1/2/2024,2,1,2024,17:49:54,1/2/2024 17:49
296,1/2/2024,18:05:48,1/2/2024,2,1,2024,18:05:48,1/2/2024 18:05
297,1/2/2024,18:06:16,1/2/2024,2,1,2024,18:06:16,1/2/2024 18:06
298,1/2/2024,18:08:29,1/2/2024,2,1,2024,18:08:29,1/2/2024 18:08
299,1/2/2024,18:13:20,1/2/2024,2,1,2024,18:13:20,1/2/2024 18:13
300,1/2/2024,18:14:25,1/2/2024,2,1,2024,18:14:25,1/2/2024 18:14
301,1/2/2024,18:21:12,1/2/2024,2,1,2024,18:21:12,1/2/2024 18:21
302,1/2/2024,18:22:18,1/2/2024,2,1,2024,18:22:18,1/2/2024 18:22
